article_id,model_id,last_id,sports_categories,gender_last,laces_type,vamp_material,insole_length,ball_girth,ball_width,heel_width,toe_height,heel_spring,too_small,too_large
7722,3794,238,Running,Female,laces,cotton,273.3,246,92.6,63.5,25.5,9.5,0.1114348891819122,0.14692567797185802
7752,3803,121,Football,Male,sock,mesh,274.2,259,97.6,68,24.5,7,0.1400273285601786,0.08028432495111404
7753,3803,121,Football,Male,sock,mesh,274.2,259,97.6,68,24.5,7,0.14457575789727306,0.05483859618662693
7756,3805,18,Running,Male,sock,leather,271.4,244,97.3,64,23.3,6.5,0.2669444628130835,0.0013584645911625722
7762,3808,274,Running,Male,laces,synthetic,270.8,241,93,61.5,24.5,11.5,0.11774017451898412,0.19698486597618386
7771,3814,483,Basketball,Male,sock,mesh,271.9,246,94.4,60.5,27.6,13.5,0.10780790578413425,0.2059260789887692
7775,3816,246,Basketball,Female,laces,cotton,278.2,257,97.9,67,24.3,12.5,0.1397674469779225,0.3885929760523015
7776,3816,246,Basketball,Female,laces,cotton,278.2,257,97.9,67,24.3,12.5,0.16775196988024166,0.39770178548510177
7800,3825,267,Basketball,Male,sock,strung,275.4,244.5,95.4,67,22.2,9.5,0.26736425140240616,0.21071722253228714
7802,3825,267,Basketball,Male,sock,strung,275.4,244.5,95.4,67,22.2,9.5,0.2568866650483672,0.2258292858257856
7810,3828,455,Running,Male,sock,leather,278.5,252.5,92.8,69,25.6,9,0.2078813388302117,0.06856385751025708
7811,3828,455,Running,Male,sock,leather,278.5,252.5,92.8,69,25.6,9,0.2224509977966358,0.06711197298694989
7812,3828,455,Running,Male,sock,leather,278.5,252.5,92.8,69,25.6,9,0.20413473838441262,0.03239390813601422
7813,3828,455,Running,Male,sock,leather,278.5,252.5,92.8,69,25.6,9,0.19598933379676087,0.05177938865184081
7814,3829,340,Basketball,Male,sock,leather,274.6,261.5,96.7,62,28.9,10.5,0.06979420147213287,0.37394526567721287
7815,3829,340,Basketball,Male,sock,leather,274.6,261.5,96.7,62,28.9,10.5,0.05526961915957215,0.39080852851396225
7816,3829,340,Basketball,Male,sock,leather,274.6,261.5,96.7,62,28.9,10.5,0.071379436421116,0.37131246591851713
7818,383,346,Running,Male,laces,strung,271.6,238,91.3,63,24.7,8,0.19071364212443281,0.013835215806466423
7820,3831,453,Basketball,Male,laces,strung,281.6,255.5,100.4,70,25.7,10,0.12156774921445687,0.3862666351254067
7843,3842,95,Basketball,Male,sock,leather,276.6,250.5,100,67,28.2,6.5,0.11958764356466886,0.3415657920288154
7851,3845,314,Running,Male,sock,mesh,273.5,251.5,97.5,65,25.5,13,0.21925781369773878,0.0974270732731034
7852,3845,314,Running,Male,sock,mesh,273.5,251.5,97.5,65,25.5,13,0.2271876798550016,0.10604898710704601
7853,3845,314,Running,Male,sock,mesh,273.5,251.5,97.5,65,25.5,13,0.2504276200657519,0.10174365000969056
7854,3846,298,Running,Male,laces,mesh,275.6,251,95.1,66.5,25.3,10.5,0.2765188722662461,0.04852905125645183
7855,3846,298,Running,Male,laces,mesh,275.6,251,95.1,66.5,25.3,10.5,0.2722850769620946,0.07455516534444964
7856,3846,298,Running,Male,laces,mesh,275.6,251,95.1,66.5,25.3,10.5,0.27187215378795704,0.059696717798264506
7857,3847,314,Running,Male,laces,mesh,273.5,251.5,97.5,65,25.5,13,0.22546730483661845,0.07594063460137936
7858,3847,314,Running,Male,laces,mesh,273.5,251.5,97.5,65,25.5,13,0.24318021473448892,0.08511692649527393
7859,3848,495,Running,Male,laces,mesh,276.8,243,94.5,64.5,27.6,5.5,0.1513749803968092,0.07589355899256338
7860,3848,495,Running,Male,laces,mesh,276.8,243,94.5,64.5,27.6,5.5,0.15252411958576606,0.048418851906033754
7861,3848,495,Running,Male,laces,mesh,276.8,243,94.5,64.5,27.6,5.5,0.15926925001825543,0.051535289148119945
7862,3848,495,Running,Male,laces,mesh,276.8,243,94.5,64.5,27.6,5.5,0.13895549099868176,0.07998005419666238
7863,3848,495,Running,Male,laces,mesh,276.8,243,94.5,64.5,27.6,5.5,0.1561718171584981,0.06596899353122687
7864,3848,495,Running,Male,laces,mesh,276.8,243,94.5,64.5,27.6,5.5,0.1465433934432655,0.05574876780392309
7874,3852,480,Running,Male,sock,leather,275.8,244,94.4,67.5,24.4,6,0.17027210439073134,0.19252903509402158
7875,3852,480,Running,Male,sock,leather,275.8,244,94.4,67.5,24.4,6,0.1332376160968835,0.18842759927771355
7876,3852,480,Running,Male,sock,leather,275.8,244,94.4,67.5,24.4,6,0.16396868541647808,0.21114076542256624
7881,3855,110,Basketball,Male,sock,strung,271.3,247.5,95,65.5,24.5,8,0.2390762352057353,0.3679774025173815
7893,3858,453,Basketball,Male,sock,cotton,281.6,255.5,100.4,70,25.7,10,0.1410059818432183,0.39318074226426886
7894,3858,453,Basketball,Male,sock,cotton,281.6,255.5,100.4,70,25.7,10,0.15228631747347343,0.4035360142991207
7895,3859,395,Basketball,Male,sock,leather,273.6,247,94,68,26.7,7.5,0.17296030436064305,0.3458032045816215
7910,3864,351,Basketball,Male,laces,strung,277.6,246.5,93.9,67.5,27.5,8,0.1629230101071331,0.2905562671209696
7911,3864,351,Basketball,Male,laces,strung,277.6,246.5,93.9,67.5,27.5,8,0.16722640802987945,0.28810100767665825
7912,3864,351,Basketball,Male,laces,strung,277.6,246.5,93.9,67.5,27.5,8,0.1702809309536291,0.2810414071361358
7917,3866,115,Football,Male,laces,mesh,274.7,242.5,91.6,66.5,28.1,4.5,0.28239423829747573,0.0538424494770077
7929,3870,114,Running,Female,laces,mesh,275.9,254,97.2,66.5,28.5,5.5,0.11934962586876346,0.21734074419436478
7955,388,227,Football,Male,sock,leather,281.2,257,100.5,67,25.4,12.5,0.07394961249820886,0.1347204372374741
7962,3882,417,Running,Female,sock,synthetic,268.6,234.5,92.8,64,24.3,5,0.23470420328588754,0.14795643778384296
7982,3888,298,Running,Male,sock,mesh,275.6,251,95.1,66.5,25.3,10.5,0.3181802443722713,0.04928667536739755
7983,3888,298,Running,Male,sock,mesh,275.6,251,95.1,66.5,25.3,10.5,0.28697024338410376,0.05124950206159284
8006,3897,453,Basketball,Male,laces,synthetic,281.6,255.5,100.4,70,25.7,10,0.1532050573289268,0.39349180211794627
8007,3897,453,Basketball,Male,laces,synthetic,281.6,255.5,100.4,70,25.7,10,0.15171954848764027,0.39751496916417217
8008,3897,453,Basketball,Male,laces,synthetic,281.6,255.5,100.4,70,25.7,10,0.15321338936006004,0.41743296059167656
8018,390,434,Football,Male,laces,mesh,279.1,250,93.3,66,27.9,6,0.24752404452171292,0.025957907979139924
8019,390,434,Football,Male,laces,mesh,279.1,250,93.3,66,27.9,6,0.2708439184246125,0.04333131306938427
8020,390,434,Football,Male,laces,mesh,279.1,250,93.3,66,27.9,6,0.2574079893387927,0.03785139329916973
8031,3905,218,Running,Female,laces,mesh,274.5,258,101.5,66.5,27.9,10,0.11444685079042212,0.08689661128768045
8032,3905,218,Running,Female,laces,mesh,274.5,258,101.5,66.5,27.9,10,0.10935133457594198,0.07750979172349304
8038,3908,102,Running,Male,laces,synthetic,273.6,246,93.6,64.5,25.6,1.5,0.15297811903837547,0.20568332245378085
8042,391,325,Running,Female,laces,cotton,274,243.5,94.8,65.5,26.1,13,0.23536469702050244,0.07452585672264506
8043,391,325,Running,Female,laces,cotton,274,243.5,94.8,65.5,26.1,13,0.22919329185016216,0.0968779636899379
8051,3914,340,Basketball,Male,sock,strung,274.6,261.5,96.7,62,28.9,10.5,0.06806611629937681,0.384113296079288
8054,3914,340,Basketball,Male,sock,strung,274.6,261.5,96.7,62,28.9,10.5,0.06736401932506769,0.36984555687905607
8056,3914,340,Basketball,Male,sock,strung,274.6,261.5,96.7,62,28.9,10.5,0.041415713554955075,0.38105987880546077
8057,3916,413,Running,Male,sock,cotton,279,247.5,93.5,66,25.5,10,0.2218232252402297,0.07146655014671079
8058,3916,413,Running,Male,sock,cotton,279,247.5,93.5,66,25.5,10,0.2351785370151984,0.0800937902974997
8059,3916,413,Running,Male,sock,cotton,279,247.5,93.5,66,25.5,10,0.22552233805141936,0.06440931931962744
8060,3916,413,Running,Male,sock,cotton,279,247.5,93.5,66,25.5,10,0.22943922733606442,0.05353600492294503
8069,392,27,Running,Male,laces,cotton,276.6,251.5,95.3,67.5,29.7,2,0.1378469125463211,0.12873054862991795
8070,392,27,Running,Male,laces,cotton,276.6,251.5,95.3,67.5,29.7,2,0.13157504582720292,0.14670094778726667
8071,392,27,Running,Male,laces,cotton,276.6,251.5,95.3,67.5,29.7,2,0.16019452867248812,0.13681222426753076
8072,392,27,Running,Male,laces,cotton,276.6,251.5,95.3,67.5,29.7,2,0.12985044814781094,0.13919428934467085
8073,3920,443,Running,Male,laces,synthetic,272.5,239.5,96,64.5,20.4,10,0.24445548507257092,0.06301126725120722
8074,3921,395,Basketball,Male,sock,synthetic,273.6,247,94,68,26.7,7.5,0.1850904039670129,0.35822427586170413
8090,3926,218,Running,Female,sock,cotton,274.5,258,101.5,66.5,27.9,10,0.11721403335779046,0.10234932150094703
8091,3926,218,Running,Female,sock,cotton,274.5,258,101.5,66.5,27.9,10,0.14001160177630234,0.08298122666144421
8092,3926,218,Running,Female,sock,cotton,274.5,258,101.5,66.5,27.9,10,0.12099115815209098,0.10735371305777068
8093,3926,218,Running,Female,sock,cotton,274.5,258,101.5,66.5,27.9,10,0.15269607545446845,0.08578287469319493
8094,3927,444,Football,Male,sock,mesh,279.1,235,94.2,65.5,25.4,12,0.07581711531816442,0.12569135354969677
8095,3927,444,Football,Male,sock,mesh,279.1,235,94.2,65.5,25.4,12,0.08567787088356096,0.14067063434959137
8106,3931,387,Running,Female,sock,cotton,275.2,249.5,96.8,66,25.3,8.5,0.09189265415013491,0.06413584884876478
8107,3931,387,Running,Female,sock,cotton,275.2,249.5,96.8,66,25.3,8.5,0.10553867273052915,0.08692791828969615
8108,3931,387,Running,Female,sock,cotton,275.2,249.5,96.8,66,25.3,8.5,0.10554449205116273,0.07832430573363819
8113,3933,289,Basketball,Male,laces,mesh,279.4,256,95.5,69.5,26.8,13,0.11338431482518659,0.4444150090805616
8114,3933,289,Basketball,Male,laces,mesh,279.4,256,95.5,69.5,26.8,13,0.10470821197795306,0.43987405982216515
8126,3938,193,Running,Male,laces,strung,279.6,259.5,97.1,67.5,25.4,7.5,0.09872727144332938,0.014106151637090194
8128,3938,193,Running,Male,laces,strung,279.6,259.5,97.1,67.5,25.4,7.5,0.11683304049028742,0.022513627526976842
8139,3942,84,Football,Female,sock,leather,270.9,244,95.8,64.5,22.8,8,0.2652519283516157,0.021897013044657118
8141,3942,84,Football,Female,sock,leather,270.9,244,95.8,64.5,22.8,8,0.2679026579235796,0.019594789784477706
8142,3942,84,Football,Female,sock,leather,270.9,244,95.8,64.5,22.8,8,0.2653575818778423,0.026059341229775483
8145,3944,417,Running,Female,laces,leather,268.6,234.5,92.8,64,24.3,5,0.2161967482695266,0.14990382793738025
8146,3944,417,Running,Female,laces,leather,268.6,234.5,92.8,64,24.3,5,0.23127121051544902,0.13639160115265947
8147,3944,417,Running,Female,laces,leather,268.6,234.5,92.8,64,24.3,5,0.21117513045910447,0.16468607742388366
8167,3952,95,Basketball,Male,laces,mesh,276.6,250.5,100,67,28.2,6.5,0.11209034734700377,0.30696535560981114
8177,3956,26,Basketball,Male,sock,leather,270.5,243.5,95.9,66,26.9,6,0.19445272973041336,0.3759647351273737
8178,3956,26,Basketball,Male,sock,leather,270.5,243.5,95.9,66,26.9,6,0.21242871336191094,0.40180528342328775
8179,3956,26,Basketball,Male,sock,leather,270.5,243.5,95.9,66,26.9,6,0.21092091895106863,0.3658248354400715
8180,3957,325,Running,Female,sock,strung,274,243.5,94.8,65.5,26.1,13,0.24261668197178474,0.09724880280122646
8181,3957,325,Running,Female,sock,strung,274,243.5,94.8,65.5,26.1,13,0.22534483972735855,0.10756902271176225
8182,3958,154,Basketball,Male,sock,mesh,278.4,245,94.5,64,25.4,10.5,0.1304309421681327,0.31871039221488545
8183,3958,154,Basketball,Male,sock,mesh,278.4,245,94.5,64,25.4,10.5,0.15217082831940523,0.3461979707819104
8196,3965,190,Basketball,Male,sock,strung,276.6,243.5,94.8,67,27,9.5,0.13266895444473165,0.280716897949188
8215,3970,400,Running,Male,laces,strung,274.1,253,96.6,66.5,25.5,12,0.03564951997455744,0.06909396669001541
8216,3970,400,Running,Male,laces,strung,274.1,253,96.6,66.5,25.5,12,0.07295230842024489,0.08949223658682359
8223,3973,261,Basketball,Male,sock,synthetic,276.6,246,96.1,65.5,29.4,12,0.04695339935926987,0.33936627167597294
8224,3973,261,Basketball,Male,sock,synthetic,276.6,246,96.1,65.5,29.4,12,0.04656162085533361,0.3660187498943952
8225,3973,261,Basketball,Male,sock,synthetic,276.6,246,96.1,65.5,29.4,12,0.0280524295523724,0.3352217021355126
8233,3976,368,Running,Female,laces,synthetic,273.3,249,98.9,68.5,23.8,9,0.11801031877482744,0.030723130288518745
8234,3976,368,Running,Female,laces,synthetic,273.3,249,98.9,68.5,23.8,9,0.1289742486206428,0.029184278860092127
8238,3979,256,Basketball,Female,laces,leather,276.9,246,94.3,65.5,25.1,6,0.22442963018295606,0.416092644244532
8239,3979,256,Basketball,Female,laces,leather,276.9,246,94.3,65.5,25.1,6,0.2109819673859548,0.397545854634741
8240,398,255,Running,Female,laces,synthetic,278.2,254.5,94.5,67,27.9,11.5,0.28945180492878714,0.10064443351917811
8245,3980,388,Running,Female,laces,synthetic,277.1,244.5,91.9,62.5,25.9,7,0.09941007252700183,0.06953615121381367
8246,3980,388,Running,Female,laces,synthetic,277.1,244.5,91.9,62.5,25.9,7,0.11168370670842201,0.06750290550448165
8247,3980,388,Running,Female,laces,synthetic,277.1,244.5,91.9,62.5,25.9,7,0.10746483033959514,0.053697884840277
8248,3980,388,Running,Female,laces,synthetic,277.1,244.5,91.9,62.5,25.9,7,0.09953500075418753,0.06326442429835141
8249,3980,388,Running,Female,laces,synthetic,277.1,244.5,91.9,62.5,25.9,7,0.08525932081764909,0.07610286476773678
8250,3980,388,Running,Female,laces,synthetic,277.1,244.5,91.9,62.5,25.9,7,0.0798579470473436,0.08434793730055967
8259,3984,80,Basketball,Male,laces,leather,279,254,97.1,67,24.6,7,0.2195011471203707,0.3616641919607304
8260,3984,80,Basketball,Male,laces,leather,279,254,97.1,67,24.6,7,0.18698828426720462,0.3473229243268997
8261,3984,80,Basketball,Male,laces,leather,279,254,97.1,67,24.6,7,0.19057158598297844,0.3350466663163396
8262,3985,144,Running,Male,sock,strung,268.9,244.5,93.6,66,26.2,8,0.2167530488543749,0.009423147456717972
8264,3985,144,Running,Male,sock,strung,268.9,244.5,93.6,66,26.2,8,0.1958810558617246,0.0281190833694684
8270,3989,62,Running,Male,laces,synthetic,274.5,256.5,98.4,71.5,29.3,6,0.27025049876045437,0.12378739508368085
8272,3990,218,Running,Female,sock,leather,274.5,258,101.5,66.5,27.9,10,0.14016995022488418,0.10241311565063536
8273,3990,218,Running,Female,sock,leather,274.5,258,101.5,66.5,27.9,10,0.13268959101687125,0.09576129880493242
8286,3994,340,Basketball,Male,sock,strung,274.6,261.5,96.7,62,28.9,10.5,0.05020501994669111,0.38582304104698273
8287,3994,340,Basketball,Male,sock,strung,274.6,261.5,96.7,62,28.9,10.5,0.06385596903156698,0.40077446331807387
8289,3995,12,Running,Female,laces,mesh,280.4,260,102.4,69.5,28.2,9,0.12712952678355463,0.10119987744878695
8290,3995,12,Running,Female,laces,mesh,280.4,260,102.4,69.5,28.2,9,0.15702692057726803,0.13230841070024527
8291,3995,12,Running,Female,laces,mesh,280.4,260,102.4,69.5,28.2,9,0.15817366954205037,0.10935052963973853
8292,3995,12,Running,Female,laces,mesh,280.4,260,102.4,69.5,28.2,9,0.1433562476210565,0.1229178314302195
8314,40,218,Running,Female,sock,mesh,274.5,258,101.5,66.5,27.9,10,0.13846710076119745,0.10539621857237941
8315,40,218,Running,Female,sock,mesh,274.5,258,101.5,66.5,27.9,10,0.13371679394357947,0.10001888107108772
8316,40,218,Running,Female,sock,mesh,274.5,258,101.5,66.5,27.9,10,0.14125002883367122,0.0975588148525314
8317,40,218,Running,Female,sock,mesh,274.5,258,101.5,66.5,27.9,10,0.14078226151109247,0.09448451127352288
8318,400,332,Football,Female,sock,leather,276.8,249.5,91.1,65.5,24.7,8.5,0.11014622417307736,0.10314047929111096
8319,400,332,Football,Female,sock,leather,276.8,249.5,91.1,65.5,24.7,8.5,0.09617802872781508,0.1184893082727432
8320,400,332,Football,Female,sock,leather,276.8,249.5,91.1,65.5,24.7,8.5,0.09462542618294252,0.11547856328766976
8329,406,461,Basketball,Female,sock,mesh,276.6,260.5,98.2,68,26.5,6,0.21845564550023525,0.2736410285314407
8330,406,461,Basketball,Female,sock,mesh,276.6,260.5,98.2,68,26.5,6,0.18956295923047753,0.2768981260678271
8331,406,461,Basketball,Female,sock,mesh,276.6,260.5,98.2,68,26.5,6,0.2039299652402136,0.2662010313617667
8333,407,483,Basketball,Male,laces,mesh,271.9,246,94.4,60.5,27.6,13.5,0.11612029828274122,0.20230653654789127
8334,407,483,Basketball,Male,laces,mesh,271.9,246,94.4,60.5,27.6,13.5,0.12222852424879353,0.1833780657746448
8335,407,483,Basketball,Male,laces,mesh,271.9,246,94.4,60.5,27.6,13.5,0.10296741903271116,0.19787165721081634
8351,417,251,Basketball,Male,sock,leather,277.2,261,99.3,69.5,23.6,13,0.18369396002553715,0.484176944497062
8352,418,71,Basketball,Male,laces,strung,281,265.5,100.2,66.5,25.2,8,0.17906462922980101,0.13007486186669054
8353,418,71,Basketball,Male,laces,strung,281,265.5,100.2,66.5,25.2,8,0.17159763152388408,0.15688940661769799
8355,418,71,Basketball,Male,laces,strung,281,265.5,100.2,66.5,25.2,8,0.1538077648331274,0.15881363911683472
8378,428,335,Running,Male,laces,mesh,278.5,240.5,94.4,69,25.8,8.5,0.043975246522507075,0.02742200370815351
8379,43,197,Running,Male,sock,cotton,280.1,249.5,95.8,69.5,26.6,6.5,0.1907903541491906,0.028009807484206166
8380,430,89,Running,Male,laces,leather,275.9,245.5,92.8,66.5,26.7,12.5,0.06941770138012385,0.11425849845081901
8381,430,89,Running,Male,laces,leather,275.9,245.5,92.8,66.5,26.7,12.5,0.08934004689749671,0.11171814112307332
8382,430,89,Running,Male,laces,leather,275.9,245.5,92.8,66.5,26.7,12.5,0.07115467867096645,0.1152110241907475
8393,436,395,Basketball,Male,laces,synthetic,273.6,247,94,68,26.7,7.5,0.15360947475459527,0.35191397832026033
8394,436,395,Basketball,Male,laces,synthetic,273.6,247,94,68,26.7,7.5,0.17428199348061735,0.35021572235895815
8395,436,395,Basketball,Male,laces,synthetic,273.6,247,94,68,26.7,7.5,0.1831746716376139,0.3287654871791286
8396,436,395,Basketball,Male,laces,synthetic,273.6,247,94,68,26.7,7.5,0.17447651293547844,0.3344871261335447
8397,437,6,Football,Male,sock,leather,275.5,250.5,94.7,66.5,25.3,7.5,0.14201552326276018,0.011068997966381548
8398,437,6,Football,Male,sock,leather,275.5,250.5,94.7,66.5,25.3,7.5,0.1163274650423656,0.020888403415562907
8399,437,6,Football,Male,sock,leather,275.5,250.5,94.7,66.5,25.3,7.5,0.11901833249340396,0.004503343720483865
8400,437,6,Football,Male,sock,leather,275.5,250.5,94.7,66.5,25.3,7.5,0.14256104479475729,0.018202955153396094
8407,44,102,Running,Male,laces,leather,273.6,246,93.6,64.5,25.6,1.5,0.17213388554857434,0.17895261675762467
8408,44,102,Running,Male,laces,leather,273.6,246,93.6,64.5,25.6,1.5,0.17834299424928612,0.20995345878772328
8409,44,102,Running,Male,laces,leather,273.6,246,93.6,64.5,25.6,1.5,0.15492025342606208,0.1820037237951317
8441,450,405,Running,Female,sock,synthetic,277.6,250,93.4,67.5,29.4,6,0.3134455386860149,0.08167473505168432
8442,451,18,Running,Male,sock,mesh,271.4,244,97.3,64,23.3,6.5,0.26583199477345504,0.02440783720967111
8468,462,455,Running,Male,sock,synthetic,278.5,252.5,92.8,69,25.6,9,0.2239707618504747,0.03404970519037404
8469,462,455,Running,Male,sock,synthetic,278.5,252.5,92.8,69,25.6,9,0.20631676137312335,0.05806198150759736
8470,462,455,Running,Male,sock,synthetic,278.5,252.5,92.8,69,25.6,9,0.19368984134345443,0.039395452308787056
8472,464,184,Basketball,Female,laces,cotton,277,265,101.5,70,30.4,9,0.05276587345740705,0.27560833361461
8475,465,314,Running,Male,sock,synthetic,273.5,251.5,97.5,65,25.5,13,0.22333160305177904,0.09874113451713051
8476,465,314,Running,Male,sock,synthetic,273.5,251.5,97.5,65,25.5,13,0.23516581633449973,0.07943848758618467
8483,47,197,Running,Male,sock,cotton,280.1,249.5,95.8,69.5,26.6,6.5,0.18459323069444009,0.031312654977249825
8488,471,345,Running,Male,sock,cotton,277.6,252.5,98.4,67.5,25.8,13.5,0.1390942544549686,0.10187524639363484
8503,477,464,Basketball,Male,laces,strung,280.9,249,94.7,66,26.1,9,0.16010778563774997,0.1549374537193668
8506,478,351,Basketball,Male,laces,leather,277.6,246.5,93.9,67.5,27.5,8,0.15405617287972376,0.306941518452919
8507,478,351,Basketball,Male,laces,leather,277.6,246.5,93.9,67.5,27.5,8,0.15328969613072124,0.28507713485038083
8508,478,351,Basketball,Male,laces,leather,277.6,246.5,93.9,67.5,27.5,8,0.15185478030786112,0.29790175150749854
8511,48,66,Basketball,Male,laces,synthetic,276.2,258,95.8,63.5,26.4,7,0.1845841487467802,0.23999564270329168
8512,48,66,Basketball,Male,laces,synthetic,276.2,258,95.8,63.5,26.4,7,0.1741821227962831,0.24110047588282743
8513,48,66,Basketball,Male,laces,synthetic,276.2,258,95.8,63.5,26.4,7,0.15080653086587806,0.2522239797239128
8517,481,497,Basketball,Male,sock,mesh,269.7,245,94,67,24.2,9,0.21328067839260298,0.3943992615427198
8518,481,497,Basketball,Male,sock,mesh,269.7,245,94,67,24.2,9,0.20001521216797943,0.36126013242673455
8527,485,453,Basketball,Male,laces,leather,281.6,255.5,100.4,70,25.7,10,0.14873370646040138,0.4034910313471239
8528,485,453,Basketball,Male,laces,leather,281.6,255.5,100.4,70,25.7,10,0.14433539013125446,0.41226840154713773
8534,488,345,Running,Male,sock,mesh,277.6,252.5,98.4,67.5,25.8,13.5,0.12395276711780721,0.10512756758261708
8535,488,345,Running,Male,sock,mesh,277.6,252.5,98.4,67.5,25.8,13.5,0.12985235319101376,0.0990409293879746
8549,492,337,Basketball,Male,laces,synthetic,279.7,255,95.2,68,25.3,5.5,0.21121357596808027,0.3677360496425337
8550,492,337,Basketball,Male,laces,synthetic,279.7,255,95.2,68,25.3,5.5,0.21269490990011014,0.3421871781101075
8559,496,279,Basketball,Female,laces,cotton,273.8,248.5,97.9,65.5,24.9,4,0.2336452627575478,0.38372460294972177
8572,500,261,Basketball,Male,sock,mesh,276.6,246,96.1,65.5,29.4,12,0.03024355901971982,0.36530459518207564
8573,500,261,Basketball,Male,sock,mesh,276.6,246,96.1,65.5,29.4,12,0.04758781941100393,0.3423832223034156
8574,500,261,Basketball,Male,sock,mesh,276.6,246,96.1,65.5,29.4,12,0.03586028632833168,0.33538438613664034
8575,500,261,Basketball,Male,sock,mesh,276.6,246,96.1,65.5,29.4,12,0.025852811497372633,0.3424657226238267
8588,504,497,Basketball,Male,laces,cotton,269.7,245,94,67,24.2,9,0.2189765616142989,0.378703529080713
8589,504,497,Basketball,Male,laces,cotton,269.7,245,94,67,24.2,9,0.20175360047287844,0.38936947623721385
8590,504,497,Basketball,Male,laces,cotton,269.7,245,94,67,24.2,9,0.21874943732872165,0.3733210414293253
8620,514,99,Running,Male,laces,mesh,277,257,99.7,69,26.4,7.5,0.10637542714228579,0.031195303318426924
8621,514,99,Running,Male,laces,mesh,277,257,99.7,69,26.4,7.5,0.08797972754408781,0.048583448858091044
8625,517,154,Basketball,Male,laces,cotton,278.4,245,94.5,64,25.4,10.5,0.1397264072492028,0.33497361923234836
8626,517,154,Basketball,Male,laces,cotton,278.4,245,94.5,64,25.4,10.5,0.11729629831498477,0.3304620678106873
8627,517,154,Basketball,Male,laces,cotton,278.4,245,94.5,64,25.4,10.5,0.12614341921773625,0.32747266788021195
8629,518,233,Running,Male,sock,synthetic,274.7,248.5,95.9,63.5,27.6,11,0.020877706863967872,0.10960347527317486
8630,518,233,Running,Male,sock,synthetic,274.7,248.5,95.9,63.5,27.6,11,0.049377985031402186,0.14612410597588488
8655,526,413,Running,Male,sock,leather,279,247.5,93.5,66,25.5,10,0.23917279560651475,0.07772433563777224
8656,526,413,Running,Male,sock,leather,279,247.5,93.5,66,25.5,10,0.2400644799069619,0.060293447487858726
8657,527,110,Basketball,Male,laces,cotton,271.3,247.5,95,65.5,24.5,8,0.21756261280963402,0.35324316654916105
8658,527,110,Basketball,Male,laces,cotton,271.3,247.5,95,65.5,24.5,8,0.2268381139897639,0.3520546854858278
8659,527,110,Basketball,Male,laces,cotton,271.3,247.5,95,65.5,24.5,8,0.20963033883349985,0.33728768100987067
8666,530,32,Running,Male,sock,leather,274.8,261,101,66,24.4,8.5,0.1351846366211534,0.1595854537937016
8667,530,32,Running,Male,sock,leather,274.8,261,101,66,24.4,8.5,0.12333021806028326,0.16735462737083562
8668,530,32,Running,Male,sock,leather,274.8,261,101,66,24.4,8.5,0.13419246356551714,0.14549933122388686
8669,530,32,Running,Male,sock,leather,274.8,261,101,66,24.4,8.5,0.12810572440042284,0.14372944549121514
8670,530,32,Running,Male,sock,leather,274.8,261,101,66,24.4,8.5,0.14407876645136045,0.15246433516324454
8671,531,366,Running,Male,sock,synthetic,275.9,255,94.9,64,26.8,17,0.18957099973953162,0.15064833323250157
8672,531,366,Running,Male,sock,synthetic,275.9,255,94.9,64,26.8,17,0.17690276741394995,0.17607025255822123
8673,531,366,Running,Male,sock,synthetic,275.9,255,94.9,64,26.8,17,0.17433323113166577,0.1614182032534378
8674,531,366,Running,Male,sock,synthetic,275.9,255,94.9,64,26.8,17,0.17368040034030097,0.14507433987568966
8684,536,385,Basketball,Male,sock,cotton,270,256,97.2,65.5,26,8,0.20978127130176388,0.3669861190238157
8685,536,385,Basketball,Male,sock,cotton,270,256,97.2,65.5,26,8,0.18464291439912722,0.37337177439563013
8695,54,256,Basketball,Female,laces,strung,276.9,246,94.3,65.5,25.1,6,0.20574177145613165,0.403578707616157
8696,54,256,Basketball,Female,laces,strung,276.9,246,94.3,65.5,25.1,6,0.2281142376603822,0.4223031910486763
8697,54,256,Basketball,Female,laces,strung,276.9,246,94.3,65.5,25.1,6,0.19428793988545706,0.4154604789951561
8698,54,256,Basketball,Female,laces,strung,276.9,246,94.3,65.5,25.1,6,0.22791976132574251,0.4230709082723835
8699,54,256,Basketball,Female,laces,strung,276.9,246,94.3,65.5,25.1,6,0.21581181969090185,0.41388797141089584
8703,541,95,Basketball,Male,laces,mesh,276.6,250.5,100,67,28.2,6.5,0.08470598951922344,0.30432998551026536
8704,541,95,Basketball,Male,laces,mesh,276.6,250.5,100,67,28.2,6.5,0.10890429363566423,0.33716133032181933
8705,541,95,Basketball,Male,laces,mesh,276.6,250.5,100,67,28.2,6.5,0.08155791433666601,0.3179852236259535
8706,541,95,Basketball,Male,laces,mesh,276.6,250.5,100,67,28.2,6.5,0.10029290349946844,0.34085105123702497
8712,548,26,Basketball,Male,sock,synthetic,270.5,243.5,95.9,66,26.9,6,0.1881124356324616,0.3993384234336198
8713,548,26,Basketball,Male,sock,synthetic,270.5,243.5,95.9,66,26.9,6,0.17507097949730965,0.36731121801574
8714,548,26,Basketball,Male,sock,synthetic,270.5,243.5,95.9,66,26.9,6,0.2039152522459299,0.38659031247583253
8715,548,26,Basketball,Male,sock,synthetic,270.5,243.5,95.9,66,26.9,6,0.1941687942710555,0.37968350117008726
